@relation MLBWinRates

@attribute HR numeric
@attribute SOA numeric
@attribute R numeric
@attribute RA numeric
@attribute SLG numeric
@attribute ERA numeric
@attribute BB numeric
@attribute WHIP numeric
@attribute AVG numeric
@attribute Result {.400,.450,.500,.550,.600}

@data
209,1181,798,771,0.44,4.47,548,1.42,0.266,.450
158,1069,673,723,0.394,4.18,531,1.37,0.247,.450
142,1144,643,770,0.4,4.54,448,1.45,0.26,.450
182,1104,785,818,0.426,4.84,610,1.47,0.263,.450
141,1187,638,769,0.381,4.37,586,1.4,0.242,.450
152,1056,751,743,0.415,4.3,546,1.37,0.268,.450
155,1130,681,702,0.39,4.04,466,1.37,0.248,.450
109,1070,663,626,0.378,3.58,527,1.28,0.256,.450
149,1268,685,767,0.401,4.24,479,1.4,0.257,.450
152,1168,719,717,0.403,4.09,514,1.38,0.254,.450
108,1210,611,729,0.362,4.09,415,1.39,0.247,.450
120,1274,667,692,0.379,4.01,533,1.29,0.252,.450
182,1258,750,804,0.424,4.59,546,1.44,0.262,.450
128,1106,656,652,0.383,3.73,502,1.36,0.249,.450
154,1220,654,706,0.388,4.1,475,1.3,0.252,.450
154,1024,704,760,0.396,4.24,494,1.34,0.25,.450
114,1160,645,679,0.369,3.71,509,1.31,0.244,.450
186,1169,743,761,0.413,4.33,525,1.35,0.249,.450
183,1112,735,720,0.408,4.16,535,1.33,0.256,.450
163,1118,735,774,0.41,4.44,555,1.38,0.258,.450
108,1126,718,742,0.391,4.19,571,1.38,0.264,.450
154,1049,624,643,0.383,3.58,470,1.3,0.242,.450
149,1166,619,651,0.369,3.76,466,1.24,0.234,.450
198,1142,716,784,0.407,4.64,473,1.39,0.245,.450
165,1200,734,688,0.418,3.94,539,1.29,0.259,.450
139,1240,650,709,0.386,4.09,503,1.29,0.249,.450
158,1385,684,680,0.4,3.86,454,1.24,0.255,.450
170,1192,651,674,0.395,3.91,444,1.29,0.243,.450
121,1205,651,710,0.38,4.01,539,1.32,0.247,.450
5,76,424,385,0.355,2.62,42,1.27,0.281,.500
4,41,474,403,0.36,3.03,35,1.29,0.301,.500
5,0,470,376,0.301,2.15,22,1.08,0.251,.500
4,99,341,311,0.328,2.32,30,1.15,0.27,.500
8,173,353,337,0.346,2.38,50,1.25,0.263,.500
8,246,485,464,0.347,2.29,66,1.15,0.264,.500
12,185,440,447,0.361,2.84,108,1.31,0.264,.500
9,240,443,352,0.328,2.03,128,1.08,0.259,.500
5,190,406,389,0.298,2.97,125,1.18,0.244,.500
18,287,500,461,0.368,3.25,116,1.21,0.274,.500
15,352,472,414,0.347,2.8,134,1.09,0.264,.500
20,232,402,411,0.331,2.74,122,1.17,0.238,.500
19,354,407,488,0.314,2.98,122,1.18,0.23,.500
14,269,564,562,0.331,3.51,140,1.26,0.251,.500
8,362,614,576,0.371,3.32,147,1.25,0.284,.500
19,753,636,558,0.309,2.7,128,1.04,0.236,.500
5,454,547,539,0.315,2.92,189,1.11,0.24,.500
20,378,513,511,0.302,2.39,220,1.1,0.229,.500
53,254,831,792,0.394,4.41,340,1.47,0.277,.500
56,484,669,619,0.351,2.61,282,1.12,0.245,.500
51,522,721,629,0.361,2.74,307,1.08,0.263,.500
16,519,535,509,0.29,2.38,268,1.09,0.225,.500
20,540,791,795,0.328,3.56,418,1.34,0.254,.500
52,562,897,769,0.382,3.5,452,1.4,0.27,.500
79,434,867,814,0.377,3.73,518,1.39,0.263,.500
24,533,739,689,0.348,3.56,486,1.34,0.252,.500
31,460,886,770,0.361,3.39,492,1.43,0.264,.500
49,361,941,855,0.393,4.05,431,1.55,0.278,.500
30,408,850,798,0.345,3.43,551,1.41,0.255,.500
55,533,817,794,0.376,4.01,447,1.45,0.258,.500
46,651,754,711,0.36,2.99,438,1.4,0.263,.500
44,437,766,731,0.322,3.17,503,1.35,0.241,.500
38,455,802,796,0.322,3.1,435,1.36,0.236,.500
45,297,775,845,0.371,4.55,473,1.57,0.266,.500
29,258,759,814,0.341,4.55,532,1.58,0.259,.500
61,395,941,845,0.41,4.29,504,1.53,0.293,.500
42,285,1021,1007,0.44,5.51,466,1.72,0.313,.500
37,254,932,896,0.414,4.97,471,1.62,0.303,.500
39,216,867,834,0.379,4.94,397,1.53,0.282,.500
54,370,907,826,0.391,4.27,500,1.47,0.29,.500
36,245,903,854,0.416,4.81,414,1.58,0.298,.500
32,409,852,834,0.389,4.51,454,1.55,0.288,.500
26,382,811,787,0.386,4.05,376,1.51,0.29,.500
27,362,787,741,0.385,4.3,387,1.49,0.292,.500
16,277,773,680,0.389,3.95,435,1.42,0.298,.500
18,339,730,683,0.325,3.2,545,1.3,0.263,.500
34,558,837,800,0.353,3.44,428,1.44,0.266,.500
33,325,823,784,0.377,3.72,472,1.43,0.28,.500
27,313,812,763,0.359,3.37,406,1.32,0.277,.500
27,334,834,765,0.384,3.6,384,1.39,0.289,.500
29,284,810,792,0.378,4.12,440,1.53,0.29,.500
24,271,760,750,0.397,3.73,369,1.43,0.294,.500
29,307,741,694,0.37,3.3,380,1.38,0.279,.500
35,350,805,761,0.395,4,301,1.43,0.289,.500
39,445,792,689,0.381,3.68,314,1.31,0.284,.500
33,361,686,667,0.389,3.28,308,1.34,0.289,.500
19,536,564,519,0.319,2.69,319,1.18,0.256,.500
14,523,572,516,0.305,2.61,398,1.27,0.249,.500
31,521,639,579,0.373,2.73,259,1.15,0.265,.500
18,463,579,573,0.33,3.08,332,1.18,0.249,.500
15,438,667,682,0.339,3.44,522,1.35,0.265,.500
28,480,765,656,0.39,3.07,403,1.35,0.288,.500
31,887,557,503,0.336,2.35,313,1.11,0.249,.500
29,652,579,564,0.311,2.84,486,1.1,0.234,.500
13,578,512,602,0.311,2.83,375,1.26,0.243,.500
27,547,735,698,0.354,3.01,434,1.35,0.269,.500
16,516,708,602,0.336,2.81,406,1.23,0.26,.500
32,749,561,543,0.33,2.6,385,1.18,0.247,.500
20,558,558,498,0.312,2.23,366,1.07,0.247,.500
23,655,574,510,0.317,2.45,516,1.16,0.251,.500
20,607,544,483,0.31,2.15,343,1.1,0.245,.500
11,476,504,445,0.316,2.1,334,1.11,0.244,.500
4,669,492,463,0.275,2.05,441,1.06,0.221,.500
22,477,606,599,0.323,2.52,478,1.24,0.25,.500
43,670,638,564,0.351,2.45,430,1.15,0.259,.500
22,657,674,639,0.338,3.05,506,1.31,0.255,.500
35,711,680,643,0.363,2.74,506,1.32,0.275,.500
20,752,719,624,0.35,2.97,385,1.25,0.269,.500
20,675,691,712,0.369,3.36,354,1.39,0.282,.500
60,697,658,669,0.359,3.3,490,1.37,0.259,.500
26,561,671,745,0.34,3.68,592,1.42,0.252,.500
17,698,639,648,0.329,3.06,423,1.29,0.255,.500
17,710,631,610,0.364,2.94,466,1.3,0.269,.500
24,602,488,498,0.311,2.33,398,1.2,0.236,.500
35,590,673,585,0.356,2.9,391,1.27,0.263,.500
25,567,615,618,0.344,2.86,557,1.26,0.258,.500
18,784,572,519,0.32,2.54,470,1.19,0.244,.500
32,732,645,628,0.357,3.13,487,1.28,0.268,.500
38,662,620,602,0.336,3.16,430,1.26,0.25,.500
42,651,605,638,0.337,2.71,501,1.22,0.243,.500
30,563,672,576,0.348,2.94,447,1.2,0.265,.500
33,531,558,540,0.333,2.38,445,1.19,0.248,.500
28,526,547,551,0.329,2.82,368,1.18,0.244,.500
17,581,585,562,0.334,2.6,438,1.25,0.252,.500
14,499,536,560,0.317,2.66,313,1.24,0.248,.500
17,630,582,545,0.319,2.57,549,1.16,0.24,.500
35,616,577,561,0.326,2.77,516,1.21,0.246,.500
14,505,588,545,0.307,2.58,627,1.23,0.245,.500
25,516,639,577,0.344,2.56,483,1.23,0.259,.500
26,488,601,611,0.354,2.7,312,1.26,0.264,.500
26,502,531,567,0.333,3.03,359,1.21,0.25,.500
15,321,530,496,0.366,3,304,1.33,0.278,.500
15,367,466,412,0.321,2.48,371,1.14,0.248,.500
21,495,454,407,0.332,2.21,298,1.12,0.256,.500
17,391,472,466,0.325,2.88,344,1.1,0.249,.500
18,435,639,569,0.349,2.9,382,1.24,0.277,.500
16,444,530,552,0.332,2.89,374,1.18,0.257,.500
67,477,835,845,0.425,4.61,413,1.52,0.304,.500
42,452,704,738,0.383,3.97,462,1.45,0.277,.500
59,471,667,681,0.386,3.7,325,1.41,0.28,.500
61,382,721,697,0.4,3.9,377,1.38,0.29,.500
32,489,768,817,0.398,4.59,554,1.5,0.292,.500
54,461,828,791,0.415,4.27,530,1.46,0.306,.500
42,402,771,808,0.39,4.34,525,1.47,0.293,.500
59,407,888,746,0.42,3.91,633,1.44,0.301,.500
41,447,831,741,0.401,4.09,596,1.42,0.3,.500
90,408,756,704,0.406,3.82,455,1.36,0.288,.500
63,398,746,732,0.398,3.87,438,1.43,0.286,.500
66,416,698,699,0.378,3.83,469,1.37,0.276,.500
36,451,649,579,0.397,3.12,349,1.23,0.29,.500
38,374,811,770,0.385,4.29,662,1.49,0.284,.500
50,419,903,829,0.413,4.61,640,1.55,0.302,.500
110,419,900,906,0.439,4.92,498,1.64,0.298,.500
44,437,690,643,0.387,3.38,409,1.29,0.285,.500
109,428,828,764,0.445,4.36,446,1.46,0.299,.500
32,458,730,665,0.39,3.74,556,1.4,0.289,.500
36,469,793,830,0.398,4.41,599,1.52,0.291,.500
43,418,802,761,0.401,4.34,555,1.52,0.292,.500
66,508,682,602,0.39,3.26,445,1.37,0.278,.500
44,387,769,689,0.396,3.67,434,1.36,0.285,.500
51,421,845,805,0.409,4.14,587,1.53,0.289,.500
63,456,772,742,0.393,4.17,548,1.41,0.274,.500
66,551,665,640,0.374,3.25,557,1.32,0.266,.500
32,355,648,686,0.368,3.94,386,1.4,0.28,.500
62,389,717,736,0.417,4.05,453,1.52,0.294,.500
46,415,733,713,0.381,4.08,589,1.41,0.276,.500
100,453,831,806,0.438,4.66,490,1.53,0.293,.500
72,441,890,915,0.431,4.88,490,1.61,0.304,.500
86,393,891,928,0.449,5.24,494,1.59,0.303,.500
71,470,885,833,0.419,4.63,555,1.58,0.296,.500
71,546,681,673,0.39,3.84,409,1.38,0.276,.500
84,541,828,710,0.422,3.97,577,1.42,0.289,.500
80,521,799,787,0.401,4.3,486,1.48,0.273,.500
110,497,752,747,0.42,4.27,388,1.41,0.283,.500
122,459,844,796,0.442,4.47,446,1.47,0.292,.500
139,423,875,853,0.44,4.81,625,1.61,0.285,.500
54,383,552,531,0.345,2.96,326,1.24,0.252,.500
57,635,687,609,0.378,3.37,391,1.33,0.276,.500
83,462,683,714,0.378,4.11,375,1.41,0.272,.500
69,470,718,732,0.392,4.05,609,1.48,0.276,.500
93,498,776,739,0.421,4.15,460,1.42,0.284,.500
60,414,920,873,0.397,5.06,684,1.6,0.292,.500
123,619,921,862,0.461,4.83,514,1.59,0.304,.500
94,526,921,871,0.431,5,640,1.57,0.3,.500
62,462,889,799,0.414,4.58,576,1.54,0.295,.500
60,559,804,718,0.397,3.89,517,1.33,0.286,.500
100,682,821,775,0.411,4.48,601,1.55,0.281,.500
103,630,817,768,0.423,4.39,570,1.54,0.28,.500
63,387,579,556,0.339,3.22,485,1.26,0.247,.500
94,571,789,733,0.406,3.98,385,1.43,0.282,.500
137,435,862,795,0.411,4.79,693,1.59,0.272,.500
54,413,561,618,0.333,3.4,424,1.33,0.25,.500
110,542,723,634,0.406,3.62,366,1.32,0.277,.500
124,633,849,762,0.426,4.29,620,1.47,0.279,.500
78,528,708,645,0.38,3.64,564,1.3,0.265,.500
91,584,724,678,0.391,3.8,523,1.39,0.266,.500
116,505,703,685,0.396,4.07,498,1.43,0.272,.500
145,613,872,825,0.449,4.89,590,1.59,0.286,.500
73,574,735,672,0.387,3.74,496,1.31,0.278,.500
76,491,809,783,0.394,4.36,553,1.48,0.276,.500
119,550,747,699,0.411,3.83,479,1.39,0.275,.500
124,574,865,750,0.43,4.19,683,1.5,0.283,.500
56,410,690,643,0.368,3.48,547,1.37,0.268,.500
98,488,730,637,0.385,3.59,609,1.39,0.259,.500
33,476,573,594,0.32,3.2,561,1.32,0.247,.500
55,585,600,577,0.35,3.15,567,1.31,0.255,.500
77,706,632,560,0.359,3,483,1.26,0.261,.500
47,495,666,595,0.347,3.18,605,1.32,0.254,.500
39,588,716,674,0.357,3.88,580,1.43,0.272,.500
42,396,669,605,0.357,3.08,573,1.31,0.262,.500
96,529,674,617,0.387,3.39,523,1.35,0.264,.500
65,497,557,548,0.359,3.31,505,1.36,0.255,.500
93,474,676,606,0.373,3.45,618,1.3,0.259,.500
63,570,597,548,0.341,3.14,500,1.31,0.249,.500
114,530,668,700,0.379,4.06,501,1.4,0.269,.500
72,518,753,686,0.377,3.76,590,1.39,0.267,.500
44,566,630,592,0.353,3.35,558,1.29,0.264,.500
56,619,626,581,0.346,3.24,586,1.36,0.254,.500
103,586,720,669,0.382,3.81,666,1.41,0.265,.500
112,590,687,588,0.385,3.44,502,1.34,0.259,.500
61,493,633,614,0.349,3.51,605,1.36,0.252,.500
221,553,830,761,0.454,4.44,494,1.48,0.271,.500
78,678,700,726,0.375,4.15,671,1.42,0.267,.500
68,486,729,735,0.362,4.43,726,1.53,0.26,.500
91,670,744,667,0.381,3.75,601,1.41,0.261,.500
164,527,780,704,0.408,3.93,599,1.44,0.256,.500
108,543,706,699,0.38,4.15,580,1.41,0.263,.500
82,490,726,725,0.369,4.23,783,1.55,0.26,.500
122,495,662,668,0.388,3.89,528,1.36,0.254,.500
148,615,785,736,0.405,4.14,615,1.42,0.263,.500
102,603,693,670,0.386,3.97,606,1.43,0.259,.500
86,572,714,644,0.385,3.5,596,1.34,0.27,.500
95,546,683,671,0.382,3.95,569,1.41,0.264,.500
80,774,610,568,0.348,3.25,541,1.29,0.252,.500
89,562,664,723,0.359,4.15,683,1.39,0.253,.500
50,574,598,608,0.326,3.37,580,1.39,0.239,.500
101,642,656,632,0.384,3.58,496,1.4,0.264,.500
115,637,716,666,0.396,3.8,530,1.33,0.265,.500
140,732,768,713,0.424,4.23,574,1.4,0.273,.500
137,674,755,652,0.402,3.72,707,1.38,0.264,.500
130,629,775,658,0.394,3.79,641,1.38,0.266,.500
169,721,702,673,0.402,3.77,497,1.38,0.26,.500
139,712,780,751,0.419,4.17,727,1.45,0.275,.500
150,788,789,699,0.42,4.06,644,1.48,0.279,.500
153,692,721,668,0.405,3.88,624,1.37,0.262,.500
116,756,614,614,0.378,3.56,504,1.29,0.257,.500
147,891,690,591,0.387,3.35,550,1.24,0.253,.500
187,707,747,781,0.432,4.62,546,1.37,0.269,.500
155,695,697,691,0.4,3.92,638,1.39,0.256,.500
101,751,634,615,0.367,3.61,518,1.3,0.257,.500
161,766,694,635,0.403,3.73,494,1.37,0.258,.500
134,679,662,607,0.41,3.56,396,1.33,0.264,.500
170,775,727,698,0.422,3.98,531,1.38,0.263,.500
153,836,687,647,0.402,3.6,457,1.34,0.26,.500
112,730,651,680,0.384,3.9,442,1.33,0.263,.500
167,873,705,613,0.414,3.47,473,1.29,0.261,.500
126,1122,662,593,0.383,3.4,529,1.27,0.255,.500
130,897,671,631,0.393,3.44,467,1.29,0.255,.500
138,814,765,726,0.395,4.06,550,1.37,0.265,.500
188,652,712,656,0.415,3.89,534,1.33,0.258,.500
103,823,703,668,0.393,3.74,494,1.39,0.271,.500
92,821,707,658,0.372,3.73,620,1.32,0.257,.500
209,873,758,692,0.411,3.81,651,1.35,0.248,.500
137,858,718,706,0.38,3.7,602,1.38,0.25,.500
181,802,730,665,0.403,3.68,581,1.29,0.252,.500
142,863,705,759,0.39,4.28,531,1.43,0.26,.500
137,914,774,664,0.394,3.55,515,1.31,0.271,.500
146,913,644,621,0.38,3.45,469,1.28,0.249,.500
127,851,570,578,0.363,3.08,439,1.21,0.238,.500
122,1048,648,594,0.371,3.29,474,1.2,0.246,.500
139,924,677,603,0.37,3.27,525,1.23,0.244,.500
126,1052,642,578,0.381,3.09,403,1.25,0.252,.500
197,954,725,641,0.414,3.35,441,1.26,0.258,.500
157,993,699,678,0.395,3.84,517,1.29,0.253,.500
102,965,544,551,0.344,2.91,472,1.24,0.242,.500
159,906,803,744,0.418,4.12,486,1.3,0.272,.500
156,1156,663,613,0.379,3.3,506,1.2,0.25,.500
162,1069,680,602,0.374,3.35,554,1.23,0.238,.500
183,1113,825,704,0.439,3.88,538,1.33,0.273,.500
196,966,708,633,0.416,3.52,408,1.3,0.256,.500
144,1071,654,667,0.384,3.53,494,1.29,0.25,.500
87,896,574,517,0.331,2.68,476,1.11,0.231,.500
179,1026,719,698,0.406,3.85,551,1.29,0.251,.500
144,1015,663,581,0.382,3.13,513,1.14,0.249,.500
207,884,782,683,0.424,3.68,512,1.3,0.263,.500
117,928,696,640,0.378,3.57,510,1.27,0.258,.500
108,892,571,577,0.368,3.11,345,1.23,0.251,.500
114,892,567,587,0.349,3.19,453,1.24,0.238,.500
89,927,531,491,0.32,2.45,480,1.12,0.225,.500
128,888,702,624,0.378,3.48,509,1.25,0.251,.500
109,1065,604,563,0.372,3.05,372,1.24,0.248,.500
103,967,612,581,0.357,3.1,545,1.22,0.242,.500
125,972,614,611,0.352,3.33,582,1.26,0.236,.500
75,1157,516,504,0.327,2.66,427,1.11,0.234,.500
109,831,536,531,0.318,2.79,566,1.18,0.214,.500
94,997,569,544,0.343,2.94,472,1.19,0.24,.500
130,894,612,611,0.366,3.41,415,1.23,0.242,.500
106,963,690,673,0.389,3.56,379,1.32,0.273,.500
108,942,599,529,0.341,2.71,508,1.12,0.239,.500
197,935,743,736,0.415,3.92,658,1.44,0.251,.500
148,887,740,678,0.376,3.71,617,1.31,0.249,.500
148,835,694,644,0.378,3.49,630,1.36,0.251,.500
171,818,798,768,0.422,4.11,474,1.43,0.277,.500
97,975,645,561,0.359,3.08,484,1.2,0.254,.500
119,1124,725,652,0.398,3.61,454,1.32,0.277,.500
90,1004,595,540,0.359,2.94,503,1.23,0.253,.500
203,1003,786,722,0.428,3.87,594,1.37,0.262,.500
114,922,631,630,0.363,3.48,447,1.26,0.251,.500
171,858,678,593,0.392,3.3,584,1.24,0.249,.500
179,1000,806,679,0.415,3.76,607,1.31,0.259,.500
87,880,749,684,0.382,3.82,541,1.3,0.27,.500
120,1064,695,630,0.37,3.45,684,1.26,0.249,.500
130,990,729,664,0.406,3.7,444,1.38,0.27,.500
165,931,831,826,0.409,4.5,729,1.45,0.262,.500
161,871,691,667,0.397,3.8,552,1.36,0.252,.500
80,775,603,566,0.353,3.25,490,1.27,0.25,.500
97,707,648,641,0.36,3.43,581,1.24,0.254,.500
153,823,643,699,0.385,3.75,434,1.37,0.257,.500
128,900,637,648,0.378,3.61,527,1.29,0.258,.500
95,853,663,587,0.37,3.23,489,1.22,0.266,.500
98,1157,588,550,0.351,2.99,547,1.2,0.249,.500
100,788,519,430,0.339,2.53,507,1.1,0.229,.500
124,918,640,620,0.376,3.47,522,1.32,0.248,.500
103,625,557,527,0.357,3.05,491,1.26,0.249,.500
133,824,685,567,0.387,3.22,565,1.25,0.257,.500
134,971,708,636,0.393,3.77,524,1.33,0.258,.500
98,856,584,527,0.36,2.78,480,1.16,0.256,.500
105,1059,528,578,0.332,3.26,589,1.24,0.225,.500
147,808,738,647,0.401,3.65,581,1.33,0.267,.500
157,911,642,674,0.39,3.9,509,1.36,0.254,.500
114,790,755,752,0.381,4.19,644,1.48,0.261,.500
134,907,681,672,0.376,3.75,469,1.35,0.251,.500
85,1027,608,588,0.338,3.26,540,1.25,0.246,.500
161,787,739,702,0.407,3.79,590,1.33,0.262,.500
109,751,696,661,0.377,3.72,569,1.32,0.264,.500
111,934,673,669,0.378,3.64,520,1.34,0.272,.500
101,829,671,623,0.368,3.31,515,1.33,0.263,.500
99,871,690,698,0.377,3.82,508,1.31,0.272,.500
120,772,661,563,0.363,3.05,571,1.24,0.249,.500
114,721,751,657,0.391,3.49,514,1.34,0.274,.500
83,794,677,643,0.365,3.48,531,1.37,0.265,.500
110,809,681,588,0.382,3.29,486,1.28,0.264,.500
118,894,648,534,0.365,2.92,611,1.13,0.248,.500
101,989,646,625,0.361,3.39,501,1.31,0.256,.500
125,897,735,694,0.402,3.82,610,1.31,0.269,.500
81,824,662,689,0.375,3.57,444,1.39,0.273,.500
119,678,619,598,0.358,3.32,519,1.28,0.243,.500
134,673,716,660,0.402,3.52,500,1.31,0.263,.500
85,928,615,615,0.359,3.47,479,1.32,0.263,.500
81,762,743,704,0.375,3.69,550,1.39,0.274,.500
113,711,686,598,0.361,3.26,592,1.25,0.246,.500
102,1025,615,538,0.352,2.94,561,1.15,0.246,.500
123,737,867,776,0.417,4.36,563,1.42,0.282,.500
181,868,802,725,0.436,4.21,600,1.4,0.274,.500
96,768,737,688,0.388,3.81,489,1.35,0.27,.500
108,892,691,666,0.37,3.65,539,1.36,0.259,.500
129,684,714,653,0.392,3.64,563,1.34,0.271,.500
132,776,692,632,0.381,3.36,624,1.27,0.253,.500
115,880,684,637,0.385,3.41,480,1.29,0.257,.500
75,744,591,598,0.348,3.28,536,1.3,0.252,.500
117,840,613,594,0.374,3.3,554,1.26,0.248,.500
164,820,866,768,0.429,4.34,589,1.42,0.282,.500
138,781,760,805,0.384,4.57,657,1.45,0.258,.500
164,802,770,738,0.415,4.27,575,1.39,0.269,.500
116,640,851,816,0.422,4.45,528,1.39,0.282,.500
112,721,764,725,0.402,4.13,526,1.41,0.278,.500
140,773,750,698,0.409,3.86,461,1.32,0.278,.500
49,854,583,582,0.344,3.2,461,1.23,0.256,.500
119,787,683,718,0.396,4.16,602,1.34,0.266,.500
100,788,731,693,0.401,3.72,460,1.31,0.278,.500
162,696,757,767,0.436,4.38,475,1.41,0.283,.500
143,741,830,757,0.409,4.25,645,1.41,0.273,.500
203,575,811,682,0.448,3.71,455,1.34,0.275,.500
137,769,686,642,0.385,3.46,506,1.27,0.259,.500
144,696,630,660,0.38,3.77,434,1.3,0.25,.500
113,833,707,670,0.386,3.85,537,1.31,0.262,.500
116,832,666,646,0.388,3.58,452,1.28,0.266,.500
90,536,519,481,0.399,3.81,378,1.35,0.275,.500
76,529,476,423,0.387,3.47,322,1.3,0.272,.500
39,569,431,442,0.351,3.88,343,1.4,0.263,.500
49,488,452,389,0.369,3.4,295,1.29,0.27,.500
63,561,427,414,0.357,3.28,386,1.35,0.25,.500
136,816,753,713,0.407,4.03,547,1.4,0.274,.500
136,753,786,710,0.413,3.87,533,1.36,0.273,.500
177,740,729,685,0.418,3.8,470,1.33,0.266,.500
146,813,739,702,0.383,3.82,554,1.36,0.256,.500
138,932,691,612,0.388,3.26,528,1.23,0.264,.500
133,936,697,616,0.396,3.31,503,1.25,0.262,.500
112,1002,664,654,0.376,3.61,506,1.28,0.26,.500
134,933,724,696,0.408,3.81,447,1.33,0.273,.500
133,810,673,687,0.376,3.64,607,1.35,0.253,.500
132,689,764,708,0.418,4.02,475,1.38,0.277,.500
167,835,795,726,0.436,4.12,510,1.35,0.277,.500
130,895,746,640,0.4,3.67,582,1.36,0.272,.500
97,904,643,646,0.375,3.45,517,1.26,0.257,.500
102,899,677,646,0.386,3.58,509,1.28,0.264,.500
121,1061,659,648,0.383,3.55,497,1.33,0.264,.500
160,714,681,667,0.391,3.71,620,1.32,0.252,.500
181,927,810,764,0.441,4.18,500,1.42,0.283,.500
117,724,673,686,0.399,3.92,400,1.29,0.268,.500
130,992,758,679,0.404,3.78,534,1.37,0.276,.500
143,875,750,696,0.421,3.86,460,1.34,0.273,.500
75,808,652,645,0.351,3.58,516,1.33,0.252,.500
214,793,818,764,0.43,4.38,604,1.44,0.263,.500
146,1023,736,720,0.392,4.07,471,1.36,0.253,.500
202,943,729,688,0.424,3.78,526,1.28,0.253,.500
121,909,706,691,0.388,3.66,477,1.33,0.261,.500
118,870,633,636,0.375,3.55,492,1.27,0.247,.500
109,727,650,622,0.368,3.4,513,1.27,0.255,.500
157,744,831,841,0.43,4.58,456,1.49,0.284,.500
198,880,798,714,0.424,4.02,613,1.35,0.263,.500
184,1059,771,743,0.428,4.11,511,1.44,0.267,.500
181,1002,809,733,0.427,4.08,496,1.32,0.269,.500
144,924,732,717,0.387,3.91,586,1.35,0.254,.500
154,874,739,713,0.4,3.85,589,1.4,0.253,.500
114,992,698,618,0.375,3.33,536,1.27,0.253,.500
168,923,715,691,0.412,3.86,523,1.38,0.262,.500
196,990,786,806,0.43,4.63,523,1.42,0.261,.500
196,900,788,758,0.418,4.36,604,1.39,0.262,.500
192,919,783,752,0.427,4.24,514,1.36,0.266,.500
124,1085,813,689,0.42,3.97,623,1.34,0.283,.500
143,890,703,658,0.378,3.71,588,1.29,0.25,.500
121,886,704,648,0.391,3.65,486,1.32,0.259,.500
113,832,682,616,0.375,3.45,439,1.24,0.257,.500
148,861,772,748,0.395,4.26,588,1.37,0.263,.500
158,904,763,680,0.419,3.8,521,1.33,0.268,.500
122,934,641,596,0.368,3.35,479,1.22,0.246,.500
96,1049,617,631,0.351,3.41,474,1.23,0.244,.500
110,790,651,616,0.369,3.47,553,1.26,0.247,.500
94,885,594,583,0.351,3.28,494,1.22,0.247,.500
113,875,670,626,0.368,3.39,550,1.19,0.248,.500
129,676,708,686,0.379,4,593,1.38,0.252,.500
108,1054,774,735,0.403,4.01,643,1.37,0.277,.500
122,1112,695,714,0.394,3.91,503,1.35,0.263,.500
142,849,731,651,0.398,3.58,521,1.29,0.26,.500
97,965,647,669,0.345,3.64,530,1.3,0.239,.500
147,1108,683,595,0.385,3.29,504,1.23,0.246,.500
120,933,642,626,0.369,3.38,552,1.26,0.251,.500
73,844,632,608,0.363,3.36,507,1.24,0.258,.500
106,997,699,664,0.395,3.72,598,1.36,0.272,.500
110,997,676,696,0.376,3.83,575,1.36,0.259,.500
167,892,767,661,0.419,3.84,526,1.29,0.265,.500
129,1021,728,685,0.382,3.72,538,1.28,0.262,.500
114,991,662,598,0.37,3.37,576,1.26,0.25,.500
152,788,719,710,0.396,4.08,488,1.4,0.262,.500
126,999,731,712,0.401,4.01,593,1.34,0.269,.500
139,923,758,681,0.391,3.79,610,1.29,0.262,.500
209,739,817,794,0.416,4.51,699,1.49,0.247,.500
117,1004,727,722,0.394,3.92,523,1.37,0.264,.500
116,859,799,744,0.396,4.14,556,1.38,0.271,.500
159,892,760,776,0.389,4.57,642,1.44,0.248,.500
126,1003,702,674,0.383,3.79,588,1.38,0.255,.500
177,1022,829,814,0.424,4.47,596,1.45,0.27,.500
121,921,636,646,0.362,3.57,501,1.27,0.244,.500
68,822,651,648,0.357,3.69,532,1.27,0.255,.500
148,846,705,656,0.398,3.79,647,1.32,0.259,.500
110,810,738,690,0.383,3.82,622,1.33,0.261,.500
102,1014,648,581,0.37,3.25,463,1.24,0.252,.500
135,971,617,636,0.386,3.56,453,1.29,0.255,.500
94,842,631,604,0.375,3.38,495,1.22,0.262,.500
157,900,786,745,0.413,4.31,655,1.39,0.267,.500
178,828,899,837,0.434,4.65,765,1.45,0.275,.500
125,985,675,694,0.397,4.04,428,1.35,0.263,.500
178,899,821,761,0.435,4.35,629,1.4,0.279,.500
161,1083,734,731,0.406,4.2,624,1.39,0.26,.500
181,957,835,751,0.431,4.28,483,1.42,0.267,.500
161,905,738,739,0.414,4.18,446,1.37,0.27,.500
138,1056,716,630,0.409,3.49,497,1.28,0.267,.500
118,775,758,744,0.395,4.09,588,1.33,0.272,.500
115,732,532,509,0.414,4.23,366,1.38,0.27,.500
186,901,801,697,0.448,4.52,564,1.4,0.277,.500
122,908,749,688,0.42,4.56,625,1.42,0.276,.500
182,1068,796,708,0.448,4.5,549,1.5,0.276,.500
138,838,691,720,0.41,4.66,526,1.48,0.265,.500
158,926,693,671,0.43,4.13,440,1.41,0.265,.500
200,891,785,783,0.471,4.97,484,1.52,0.282,.500
109,1056,747,674,0.399,4.06,566,1.38,0.275,.500
